Wall time,Step,Value
1669993027.2709,0,0.38524511456489563
1669993039.427211,500,1.1535030603408813
1669993051.884827,1000,0.6013839244842529
1669993063.753784,1500,0.2252744734287262
1669993075.562407,2000,0.500740647315979
1669993087.381473,2500,0.4997195303440094
1669993099.09534,3000,0.1438298523426056
1669993110.653407,3500,0.846960186958313
1669993122.247246,4000,0.5308957099914551
1669993134.088636,4500,0.2398553490638733
1669993146.25024,5000,0.6342016458511353
1669993157.945444,5500,0.13406355679035187
1669993169.702887,6000,0.7310993671417236
1669993181.326818,6500,0.1889350563287735
1669993193.155708,7000,0.4616056978702545
1669993205.228816,7500,0.690567135810852
1669993217.158349,8000,0.43516984581947327
1669993229.749126,8500,0.32881274819374084
1669993242.51911,9000,0.5481127500534058
1669993255.041723,9500,0.45193272829055786
1669993268.097392,10000,0.739457368850708
1669993280.399039,10500,0.4348975121974945
1669993292.075404,11000,0.5188989639282227
1669993304.664303,11500,0.765763521194458
1669993317.097363,12000,0.5663862228393555
1669993328.883361,12500,0.6031779050827026
1669993340.826707,13000,0.5513883829116821
1669993352.875363,13500,0.4429455101490021
1669993364.776372,14000,0.14551281929016113
1669993376.554352,14500,0.3646942675113678
1669993388.552059,15000,0.2994118332862854
1669993400.612523,15500,0.45474451780319214
1669993412.572563,16000,0.6102510690689087
1669993424.434621,16500,0.731776237487793
1669993436.086891,17000,0.7136180400848389
1669993448.349624,17500,0.6090234518051147
1669993461.669222,18000,0.41123443841934204
1669993473.822554,18500,0.7469708919525146
1669993485.763074,19000,0.36280912160873413
1669993497.591334,19500,0.37981921434402466
1669993509.614867,20000,0.5981200933456421
1669993521.459948,20500,0.4092499315738678
1669993533.218027,21000,0.5012228488922119
1669993545.625509,21500,0.5307224988937378
1669993558.228507,22000,0.356222927570343
1669993570.372002,22500,0.44317784905433655
1669993582.29538,23000,0.47829702496528625
1669993594.246935,23500,0.7559963464736938
1669993606.194727,24000,0.38892537355422974
1669993618.790399,24500,0.44331416487693787
1669993631.005977,25000,0.4710979163646698
1669993643.607566,25500,0.3547564744949341
1669993655.622978,26000,0.7246662378311157
1669993668.487615,26500,0.42665085196495056
1669993681.253064,27000,0.41785362362861633
1669993693.52252,27500,0.3989051878452301
1669993705.881307,28000,0.7348461151123047
1669993718.196949,28500,0.4324491322040558
1669993731.207007,29000,0.3812560439109802
1669993744.252834,29500,0.4378858804702759
1669993757.542063,30000,0.3596237301826477
1669993770.238171,30500,0.5461833477020264
1669993783.2879,31000,0.6234729290008545
1669993797.336569,31500,0.41099581122398376
1669993810.090207,32000,0.7033579349517822
1669993823.802778,32500,0.40221256017684937
1669993835.792228,33000,0.6138777732849121
1669993847.51903,33500,0.61297607421875
1669993859.251745,34000,0.47716230154037476
1669993871.356634,34500,0.4091189503669739
1669993883.553328,35000,0.7681013345718384
1669993895.52713,35500,0.41272854804992676
1669993908.283129,36000,0.4369214177131653
1669993920.678804,36500,0.47137561440467834
1669993932.961416,37000,0.4392670691013336
1669993945.152084,37500,0.5175812244415283
1669993957.568272,38000,0.4960896372795105
1669993970.090177,38500,0.4854545593261719
1669993983.556996,39000,0.6879236698150635
1669993996.359463,39500,0.49779242277145386
1669994008.970243,40000,0.4736924469470978
1669994021.771342,40500,0.5105608701705933
1669994033.943022,41000,0.5011818408966064
1669994046.484605,41500,0.5129005908966064
1669994059.25455,42000,0.7330087423324585
1669994071.454901,42500,0.45568951964378357
1669994083.96552,43000,0.5627902746200562
1669994096.489491,43500,0.8135519027709961
1669994108.618908,44000,0.4989008903503418
1669994120.811535,44500,0.43748077750205994
1669994133.14721,45000,0.6996093988418579
1669994144.717732,45500,0.48961663246154785
1669994156.553108,46000,0.5194293260574341
1669994169.637657,46500,0.7130968570709229
1669994182.619968,47000,0.5154205560684204
1669994195.068184,47500,0.4700470268726349
1669994207.44815,48000,0.49028030037879944
1669994220.045403,48500,0.3930242955684662
1669994232.601742,49000,0.49507880210876465
1669994244.853507,49500,0.6957424879074097
